PersonalID,FirstName,MiddleName,LastName,NameSuffix,NameDataQuality,SSN,SSNDataQuality,DOB,DOBDataQuality,AmIndAKNative,Asian,BlackAfAmerican,NativeHIPacific,White,RaceNone,Ethnicity,Female,Male,NoSingleGender,Transgender,Questioning,GenderNone,VeteranStatus,YearEnteredService,YearSeparated,WorldWarII,KoreanWar,VietnamWar,DesertStorm,AfghanistanOEF,IraqOIF,IraqOND,OtherTheater,MilitaryBranch,DischargeStatus,DateCreated,DateUpdated,UserID,DateDeleted,ExportID
5134,"Cupcake","T","Detailed",,1,"300405781",1,1952-10-01,1,0,0,1,0,0,,0,0,1,0,0,0,,1,,,,,,,,,,,,,2019-10-21 19:09:55,2022-05-04 00:00:00,27,,5
5135,"Shark","Z","Cushion",,1,"300458089",1,1945-08-19,1,0,0,0,0,1,,0,0,1,0,0,0,,0,,,,,,,,,,,,,2020-06-11 13:50:40,2020-12-03 00:00:00,27,,5
5136,"Davi","Q","Durki",,1,"123456789",1,1996-09-02,1,1,0,1,0,0,,1,0,1,0,0,0,,1,,,,,,,,,,,,,2021-01-29 16:48:00,2021-08-13 00:00:00,27,,5
5137,"Mak",,"Allen",,1,"123456789",1,2020-01-01,1,0,1,1,0,0,,0,0,1,0,0,0,,99,,,,,,,,,,,,,2021-02-11 16:14:16,2021-07-29 00:00:00,27,,5
5138,"Fantastic","Y","Patrol",,1,"300012685",1,1974-12-31,1,0,0,0,0,1,,0,0,1,0,0,0,,0,,,,,,,,,,,,,2021-09-30 18:46:00,2021-09-30 00:00:00,27,,5
5139,"Puffin","R","Hesitant",,1,"300005527",99,1985-01-16,1,0,0,0,0,0,99,1,0,1,0,0,0,,0,,,,,,,,,,,,,2021-09-30 18:43:00,2021-03-15 00:00:00,27,,5
5140,"Jessamine","Z","Phebruary",,1,"300006001",1,1991-07-17,1,0,0,0,0,1,,1,0,1,0,0,0,,0,,,,,,,,,,,,,2012-09-18 15:40:00,2021-12-15 00:00:00,27,,5
5141,"Bottlebrush","Y","Pancake",,1,"300021288",8,2003-07-05,1,0,0,0,0,0,99,1,0,1,0,0,0,,0,,,,,,,,,,,,,2021-01-28 19:54:00,2022-05-04 00:00:00,27,,5
5142,"Oak","Z","Cobweb",,1,"300003271",99,2001-02-03,1,0,0,0,0,0,99,1,1,0,0,0,0,,0,,,,,,,,,,,,,2019-11-05 20:36:00,2019-11-05 00:00:00,27,,5
5143,"Bumper","T","Pathologist",,1,"300040717",99,2003-04-27,1,0,0,0,0,0,99,1,1,0,0,0,0,,0,,,,,,,,,,,,,2021-03-17 11:42:00,2021-03-17 00:00:00,27,,5
